Link,Name,Image,Category,Subcategory,Color,Current Price,Original Price,Description,Details,Tag,Status,Remarks,Timestamp
https://singapore.coach.com/men/bag/cp127-cah.html,CHARTER PACK WITH COACH GRAPHIC,https://s7d2.scene7.com/is/image/Coach/cp127_cah_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CP127 CAH,SGD 750.00,No Original Price Available,"For adventures near and far, our Charter is designed to make every journey, commute and errand feel like a first-class experience. A slender alternative to a backpack, this streamlined Pack is a sporty hands-free design with room for the largest size phone or iPad, pockets inside and out for easy organization and lightweight spacer mesh backing. Crafted of soft polished pebble leather detailed with our Coach graphic, clip it left side or right side to wear slung on the shoulder or crossbody.","Soft polished pebble leather Inside multifunction pocket Zip closure, fabric lining Handle with 5cm drop Outside zip pocket Adjustable shoulder strap for crossbody wear (clip left or right)  19.5cm (L) x 31cm (H) x 6cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:50
https://singapore.coach.com/men/bag/cj795-sf1-soft-purple.html,TOTE 16 WITH SIGNATURE CANVAS-Soft Purple,https://s7d2.scene7.com/is/image/Coach/cj795_sf1_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CJ795 SF1,SGD 650.00,No Original Price Available,"The perfect combination of modern minimalist design and understated sophistication, our Tote 16 is crafted of durable, scratch-resistant crossgrain leather. Finished with our Signature hardware, the compact style features a snap closure, Signature canvas multifunction pockets and an open interior with space for your phone, wallet and other essentials. Carry it by the top handle or wear on the shoulder and crossbody with the interchangeable straps.","Crossgrain leather and Signature coated canvas Inside multifunction pockets Magnetic snap closure, fabric lining Handles with 8.5cm drop Detachable strap with 55cm drop for shoulder or crossbody wear Includes interchangeable webbing strap with 63cm drop Four protective feet at base 16cm (L) x 20cm (H) x 8cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/ch765-cah.html,RELAY TOTE WITH COACH GRAPHIC,https://s7d2.scene7.com/is/image/Coach/ch765_cah_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CH765 CAH,SGD 995.00,No Original Price Available,"Whether your day is a sprint or a marathon, our Relay Tote is ready to go the distance. Perfect for every day, the spacious carryall has room to hold work, workout or weekend gear with space for a 16"" laptop and an interior zip Signature canvas pocket to organize essentials. Crafted of polished pebble leather featuring our Coach graphic, it secures with a magnetic snap closure. (Effortless style and major functionality? Yes, please!)","Polished pebble leather, waxy vegetable leather and Signature coated canvas Inside zip pocket Magnetic snap closure Handles with 26cm drop Four protective feet at base Fits a 40cm laptop 41.5cm (L) x 34.5cm (H) x 15cm (W)",,,In stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/c0243-jiblk.html,GOTHAM FOLIO,https://s7d2.scene7.com/is/image/Coach/c0243_jibhp_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,C0243 JIBHP,SGD 950.00,SGD 950.00,"A bag as distinct as its namesake city, the Gotham is a sleek, streamlined style that means business. With interior multifunction pockets secured by a zip closure, the minimalist Folio has space to hold a 13"" laptop. Crafted in a mix of soft polished pebble leather and refined leather, it comes with a detachable strap for shoulder or crossbody wear.","Soft polished pebble leather and refined calf leather Inside zip and multifunction pockets Zip closure, fabric lining Handles with 11cm drop Detachable strap with 60cm drop for shoulder or crossbody wear Fits a 33cm laptop 38.5cm (L) x 28.5cm (H) x 8.5cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/cp126-chr.html,CHARTER PACK IN SIGNATURE CANVAS,https://s7d2.scene7.com/is/image/Coach/cp126_chr_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CP126 CHR,SGD 750.00,No Original Price Available,"For adventures near and far, our Charter is designed to make every journey, commute and errand feel like a first-class experience. A slender alternative to a backpack, this streamlined Pack is a sporty hands-free design with room for the largest size phone or iPad, pockets inside and out for easy organization and lightweight spacer mesh backing. Crafted of refined leather and our Signature canvas, clip it left side or right side to wear slung on the shoulder or crossbody.","Signature coated canvas and refined calf leather Inside multifunction pocket Zip closure, fabric lining Handle with 5cm drop Outside zip pocket Adjustable shoulder strap for crossbody wear (clip left or right)  19.5cm (L) x 31cm (H) x 6cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/co839-ary.html,HALL TOTE,https://s7d2.scene7.com/is/image/Coach/co839_ary_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CO839 ARY,SGD 950.00,No Original Price Available,"Our Hall is made for doing it all (just like you). Crafted of our pliable, lightest weight leather with a soft feel, this open top carryall has a durable fabric lining, a zip pocket to keep essentials secure and space for a 16” laptop. Finished with our Signature hardware, it features both slim shoulder straps and top handles for versatile wear. (Tote it your way.)",Paper weight leather Inside zip pocket Fabric lining Short handle with 14cm drop Long handle with 28cm drop Fits a 41cm laptop 35cm (L) x 39cm (H) x 9cm (W),,,In stock 2 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/cv971-blk.html,ISAAC WORKBAG,https://s7d2.scene7.com/is/image/Coach/cv971_blk_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CV971 BLK,SGD 950.00,No Original Price Available,"A hardworking business bag, our Isaac is a confident carryall with sleek functionality. With an outside pocket for easy-access items and a secure zip-top closure, it has a spacious interior with room for a 16” laptop and a snap pocket to hold a phone and small essentials. Crafted of polished pebble leather, the organized style is finished with top handles and a crossbody strap for hands-free wear.","Polished pebble leather Inside snap pocket Zip-top closure, fabric lining Handles with 11cm drop Outside magnetic snap pocket Detachable strap with 55cm drop for shoulder or crossbody wear Fits a 30.5cm laptop 40cm (L) x 27cm (H) x 4.5cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/ch764-a7u.html,CHARTER CROSSBODY 24 IN HORSE AND CARRIAGE PRINT CANVAS,https://s7d2.scene7.com/is/image/Coach/ch764_a7u_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CH764 A7U,SGD 850.00,No Original Price Available,No Description Available,"Printed coated canvas and soft polished pebble leather Four credit card slots Inside zip pocket Double zip closure, fabric lining Adjustable strap with 55cm drop for shoulder or crossbody wear 23.5cm (L) x 16.5cm (H) x 7cm (W)",,,In stock,2024-09-04 19:36:51
https://singapore.coach.com/men/shoes/cs004-ary.html,LUCA DRIVER,https://s7d2.scene7.com/is/image/Coach/cs004_ary_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-shoes,,CS004 ARY,SGD 425.00,SGD 425.00,No Description Available,"Leather upper Man-made leather lining, leather footbed Rubber outsole Slip on",,,In stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/cp123-cah.html,CHARTER BACKPACK WITH COACH GRAPHIC,https://s7d2.scene7.com/is/image/Coach/cp123_cah_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CP123 CAH,SGD 995.00,No Original Price Available,"For adventures near and far, our Charter is designed to make every journey, commute and errand feel like a first-class experience. The Charter Backpack is an old-school silhouette crafted of soft polished pebble leather detailed with our Coach graphic. The structured interior has a padded tech sleeve with space for a 16” laptop and multifunction pockets for keeping your phone, chargers and other essentials organized.","Soft polished pebble leather Inside zip, cell phone and multifunction pockets Inside tech sleeve Double zip closure, fabric lining Top handle with 7cm drop Outside zip pocket Adjustable shoulder straps Fits a 40.5cm laptop 30cm (L) x 40cm (H) x 14.5cm (W)",,,In stock 3 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/cu837-n6w.html,CHARTER CROSSBODY BAG 24 WITH TIE-DYE PRINT,https://s7d2.scene7.com/is/image/Coach/cu837_n6w_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CU837 N6W,SGD 895.00,No Original Price Available,No Description Available,"Digitally printed pebble leather Four credit card slots Inside zip pocket Double zip closure, fabric lining Outside slip pocket Adjustable strap with 55cm drop for shoulder or crossbody wear 23.5cm (L) x 16.5cm (H) x 7cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/c5315-jiblk.html,CHARTER CROSSBODY 24,https://s7d2.scene7.com/is/image/Coach/c5315_jiblk_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,C5315 JIBLK,SGD 850.00,No Original Price Available,"For adventures near and far, our Charter is designed to make every journey, commute and errand feel like a first-class experience. Crafted of polished pebble leather with refined leather details, this structured crossbody has two zip compartments to keep you organized 24/7 and a lightweight adjustable webbing strap for versatile wear.","Polished pebble leather and refined calf leather Four credit card slots Inside zip pocket Double zip closure, fabric lining Outside slip pocket Adjustable strap with 55cm drop for shoulder or crossbody wear 23.5cm (L) x 16.5cm (H) x 7cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/cr764-wsa.html,CHARTER BACKPACK,https://s7d2.scene7.com/is/image/Coach/cr764_wsa_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CR764 WSA,SGD 995.00,No Original Price Available,No Description Available,"Denim and refined calf leather Inside zip, cell phone and multifunction pockets Inside tech sleeve Double zip closure, fabric lining Top handle with 7cm drop Outside zip pocket Adjustable shoulder straps Fits a 40.5cm laptop 30cm (L) x 40cm (H) x 14.5cm (W)",,,In stock 3 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/cc073-dwp.html,LEAGUE BELT BAG IN SIGNATURE JACQUARD,https://s7d2.scene7.com/is/image/Coach/cc073_dwp_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CC073 DWP,SGD 650.00,No Original Price Available,"Made for a life in constant motion, the League keeps your game plan on track. This functional design keeps essentials close at hand. The sleek style features an inside multifunction pocket and a sporty seatbelt-style strap to wear crossbody or around the waist. Inspired by our commitment to rethinking and reducing our impact on the planet by repurposing waste materials, it’s crafted of refined leather and our lightweight Signature jacquard made with a blend of organic cotton and recycled polyester.","Signature jacquard and refined calf leather Inside multifunction pocket Zip closure, fabric lining Outside zip pocket Adjustable strap for wear at waist 40.5cm (L) x 16cm (H) x 8cm (W)",,,In stock 3 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/cm382-w8f.html,CHARTER CROSSBODY 24 WITH LARGE HORSE AND CARRIAGE PRINT,https://s7d2.scene7.com/is/image/Coach/cm382_w8f_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CM382 W8F,SGD 850.00,No Original Price Available,"For adventures near and far, our Charter is designed to make every journey, commute and errand feel like a first-class experience. Crafted of refined leather and sturdy coated canvas featuring our bold Large Horse and Carriage motif, this structured crossbody has two zip compartments to keep you organized 24/7 and a lightweight adjustable webbing strap for versatile wear.","Printed coated canvas and refined calf leather Four credit card slots Inside zip pocket Double zip closure, fabric lining Outside slip pocket Adjustable strap with 55cm drop for shoulder or crossbody wear 23.5cm (L) x 16.5cm (H) x 7cm (W)",,,In stock 1 Left in stock,2024-09-04 19:36:51
https://singapore.coach.com/men/bag/cp136-a5f.html,CHARTER CROSSBODY 24 IN SIGNATURE CANVAS WITH COACH GRAPHIC,https://s7d2.scene7.com/is/image/Coach/cp136_a5f_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CP136 A5F,SGD 850.00,No Original Price Available,"For adventures near and far, our Charter is designed to make every journey, commute and errand feel like a first-class experience. Crafted of refined leather and Signature canvas detailed with our Coach graphic, this structured crossbody has two zip compartments to keep you organized 24/7 and a lightweight adjustable webbing strap for versatile wear.","Signature coated canvas and refined calf leather Four credit card slots Inside zip pocket Double zip closure, fabric lining Outside slip pocket Adjustable strap with 55cm drop for shoulder or crossbody wear 23.5cm (L) x 16.5cm (H) x 7cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cv987-a7u.html,HITCH BACKPACK WITH HORSE AND CARRIAGE PRINT,https://s7d2.scene7.com/is/image/Coach/cv987_a7u_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CV987 A7U,"SGD 1,295.00",No Original Price Available,"Combining effortless style and major functionality, our Hitch takes you to work, weekends and everywhere in between. Crafted of refined leather and durable coated canvas printed with our iconic Horse and Carriage motif, this organized backpack has space for a 15"" laptop, interior multifunction pockets to hold small accessories, and exterior side pockets for easy access to essentials. It's a comfortable lightweight style with leather-covered magnetic snap closures, durable microfiber lining and spacer mesh backing.","Printed coated canvas and refined calf leather Inside zip, cell phone and multifunction pockets Inside laptop sleeve Drawstring and snap closures, fabric lining Top handle with 6.5cm drop Outside snap pockets Adjustable shoulder straps Fits a 38cm laptop 31cm (L) x 42cm (H) x 14.5cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cr762-drj.html,CHARTER BACKPACK IN SIGNATURE DENIM,https://s7d2.scene7.com/is/image/Coach/cr762_drj_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CR762 DRJ,"SGD 1,100.00",No Original Price Available,"For adventures near and far, our Charter is designed to make every journey, commute and errand feel like a first-class experience. The Charter Backpack is an old-school silhouette crafted of our casual-cool Signature denim and refined leather. The structured interior has a padded tech sleeve and multifunction pockets for keeping your phone, chargers and other essentials organized.","Signature denim and refined calf leather Inside zip, cell phone and multifunction pockets Inside tech sleeve Double zip closure, fabric lining Top handle with 7cm drop Outside zip pocket Adjustable shoulder straps Fits a 40.5cm laptop 30cm (L) x 40cm (H) x 14.5cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cp137-cah.html,CHARTER CROSSBODY 24 WITH COACH GRAPHIC,https://s7d2.scene7.com/is/image/Coach/cp137_cah_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CP137 CAH,SGD 850.00,No Original Price Available,"For adventures near and far, our Charter is designed to make every journey, commute and errand feel like a first-class experience. Crafted of soft polished pebble leather detailed with our Coach graphic, this structured crossbody has two zip compartments to keep you organized 24/7 and a lightweight adjustable webbing strap for versatile wear.","Soft polished pebble leather Four credit card slots Inside zip pocket Double zip closure, fabric lining Outside slip pocket Adjustable strap with 55cm drop for shoulder or crossbody wear 23.5cm (L) x 16.5cm (H) x 7cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cu070-d61-washed-chambray.html,LEAGUE FLAP BACKPACK IN SIGNATURE CANVAS JACQUARD-Washed Chambray,https://s7d2.scene7.com/is/image/Coach/cu070_d61_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CU070 D61,"SGD 1,250.00",No Original Price Available,"Made for a life in constant motion, the League keeps your game plan on track. Crafted of refined leather and our durable Signature canvas jacquard created from certified organic cotton made without the use of harmful chemical fertilizers or pesticides, this roomy backpack is a comfortable choice for every day with its padded back and straps. Organized with multiple pockets inside and out, the sporty style has a dedicated laptop sleeve and plenty of space for notebooks, water bottles and other essentials. An exterior zipper gives easy access to the main compartment.","Signature canvas jacquard and refined calf leather, Inside zip, cell phone and multifunction pockets, Inside laptop sleeve, Drawstring and speedclip closures, fabric lining, Top handle with 7cm drop, Outside flap and slip pockets, Adjustable shoulder straps, Fits a 33cm laptop, 29cm (L) x 41.5cm (H) x 15cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cj842-blb.html,HOBO CROSSBODY BAG WITH SIGNATURE CANVAS,https://s7d2.scene7.com/is/image/Coach/cj842_deb_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CJ842 DEB,SGD 695.00,SGD 695.00,"A modern take on an archival 1970s Coach design, our structured Tabby shoulder bag is crafted of lustrous smooth leather. Smaller than the 26, the petite 20 features two detachable straps to carry by hand, style as a short shoulder bag or wear crossbody. It’s finished with our Signature hardware for an iconic touch.","Crossgrain leather and Signature coated canvas One credit card slot Inside multifunction pocket Zip-top closure, fabric lining Detachable handle with 20.5cm drop Detachable strap with 55cm drop for shoulder or crossbody wear Includes interchangeable webbing strap with 63cm drop 22.5cm (L) x 18.5cm (H) x 6.5cm (W)",,,In stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cr743-wrh.html,GOTHAM BACKPACK IN SIGNATURE CANVAS,https://s7d2.scene7.com/is/image/Coach/cr743_wrh_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CR743 WRH,"SGD 1,100.00",No Original Price Available,No Description Available,"Signature coated canvas and refined calf leather Inside zip, cell phone and multifunction pockets Inside laptop sleeve for a 40.5cm laptop Zip closure, fabric lining Top handle with 7.5cm drop Outside zip pocket Luggage sleeve with zip pocket Adjustable shoulder straps  29cm (L) x 40.5cm (H) x 11cm (W)",,,In stock 1 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cr712-chr.html,CHARTER FLAP CROSSBODY 24 IN SIGNATURE CANVAS,https://s7d2.scene7.com/is/image/Coach/cr712_chr_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CR712 CHR,SGD 950.00,No Original Price Available,No Description Available,"Signature coated canvas and refined calf leather Inside snap pocket Zip closure, fabric lining Outside magnetic snap pocket Detachable chain strap with 11cm drop Detachable strap with 55cm drop for shoulder or crossbody wear 23.5cm (L) x 17cm (H) x 5cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cl252-chr.html,BECK ROLL TOP BACKPACK IN SIGNATURE CANVAS,https://s7d2.scene7.com/is/image/Coach/cl252_chr_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CL252 CHR,"SGD 1,295.00",No Original Price Available,"Always on call, our Beck is a sophisticated sporty choice for everyday. Crafted of refined leather and our Signature canvas, this sleek roll top backpack has space for a 16"" laptop, interior multifunction pockets and an outside zip pocket for easy organization. Featuring exterior zipper access to the main compartment, the work-to-weekend style is finished with a lightweight and breathable Signature spacer mesh back, adjustable shoulder straps and a chest strap for comfortable wear. (C and be seen with our sporty Signature speedclip hardware.)","Signature coated canvas and refined calf leather Inside zip, cell phone and multifunction pockets Inside laptop sleeve Speedclip closure, fabric lining Handle with 7cm drop Outside zip pocket Outside zip access to interior Adjustable shoulder straps Fits a 41cm laptop 30.5cm (L) x 42cm (H) x 15cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cm377-chr.html,BECK MESSENGER IN SIGNATURE CANVAS,https://s7d2.scene7.com/is/image/Coach/cm377_chr_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CM377 CHR,SGD 950.00,No Original Price Available,No Description Available,"Signature coated canvas and soft refined calf leather Inside multifunction pockets Speedclip closure, fabric lining Outside zip pocket Adjustable strap with 55cm drop for shoulder or crossbody wear 31.5cm (L) x 24.5cm (H) x 9.5cm (W)",,,In stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cu016-blk-black.html,LEAGUE BELT BAG-Black,https://s7d2.scene7.com/is/image/Coach/cu016_blk_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CU016 BLK,SGD 650.00,No Original Price Available,"Made for a life in constant motion, the League keeps your game plan on track. Crafted of smooth leather, this functional design keeps essentials close at hand. The sleek style features an inside multifunction pocket, a convenient outside zip pocket for easy access to essentials and a sporty strap to wear crossbody or around the waist.","Smooth leather, Inside multifunction pocket, Zip closure, fabric lining, Outside zip and slip pockets, Adjustable strap for wear at waist, 36cm (L) x 14.5cm (H) x 7cm (W)",,,In stock 3 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cu203-r8e-charcoal-signature.html,LEAGUE BELT BAG IN SIGNATURE CANVAS-Charcoal Signature,https://s7d2.scene7.com/is/image/Coach/cu203_r8e_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CU203 R8E,SGD 650.00,No Original Price Available,"Made for a life in constant motion, the League keeps your game plan on track. Crafted of our Signature canvas and refined leather, this functional design keeps essentials close at hand. The sleek style features an inside multifunction pocket, a convenient outside zip pocket for easy access to essentials and a sporty strap to wear crossbody or around the waist.","Signature coated canvas and refined calf leather, Inside multifunction pocket, Zip closure, fabric lining, Outside zip and slip pockets, Adjustable strap for wear at waist, 36cm (L) x 14.5cm (H) x 7cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cr725-blk.html,CHARTER FLAP CROSSBODY 24,https://s7d2.scene7.com/is/image/Coach/cr725_blk_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CR725 BLK,SGD 950.00,No Original Price Available,No Description Available,"Glovetanned leather Inside snap pocket Zip closure, fabric lining Outside magnetic snap pocket Detachable chain strap with 11cm drop Detachable strap with 55cm drop for shoulder or crossbody wear 23.5cm (L) x 17cm (H) x 5cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cs254-drj.html,CHARTER CROSSBODY 24 IN SIGNATURE DENIM,https://s7d2.scene7.com/is/image/Coach/cs254_drj_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CS254 DRJ,SGD 750.00,No Original Price Available,No Description Available,"Signature denim and refined calf leather Four credit card slots Inside zip pocket Double zip closure, fabric lining Outside slip pocket Adjustable strap with 55cm drop for shoulder or crossbody wear 23.5cm (L) x 16.5cm (H) x 7cm (W)",,,In stock 3 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cr763-drj.html,CHARTER PACK IN SIGNATURE DENIM,https://s7d2.scene7.com/is/image/Coach/cr763_drj_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CR763 DRJ,SGD 750.00,No Original Price Available,No Description Available,"Signature denim and refined calf leather Inside multifunction pocket Zip closure, fabric lining Handle with 5cm drop Outside zip pocket Adjustable shoulder strap for crossbody wear (clip left or right)  19.5cm (L) x 31cm (H) x 6cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:52
https://singapore.coach.com/men/bag/cu091-n6w-midnight-navy-multi.html,CHARTER PACK WITH TIE-DYE PRINT-Midnight Navy Multi,https://s7d2.scene7.com/is/image/Coach/cu091_n6w_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CU091 N6W,SGD 895.00,No Original Price Available,"For adventures near and far, our Charter is designed to make every journey, commute and errand feel like a first-class experience. A slender alternative to a backpack, this streamlined Pack is a sporty hands-free design with room for the largest size phone or iPad, pockets inside and out for easy organization and lightweight spacer mesh backing. Crafted of pebble leather printed with our sophisticated spin on a classic tie-dye pattern and detailed with our Signature hardware, clip it left side or right side to wear slung on the shoulder or crossbody.","Digitally printed pebble leather, Inside multifunction pocket, Zip closure, fabric lining, Handle with 5cm drop, Outside zip pocket, Adjustable shoulder strap for crossbody wear (clip left or right) , 19.5cm (L) x 31cm (H) x 6cm (W)",,,In stock 2 Left in stock,2024-09-04 19:36:53
https://singapore.coach.com/men/bag/ch757-c6k.html,RELAY TOTE 34,https://s7d2.scene7.com/is/image/Coach/ch757_c6k_a0?fmt=jpg&wid=711&hei=888&qlt=80%2C1&op_sharpen=0&resMode=bicub&op_usm=5%2C0.2%2C0%2C0&iccEmbed=0&fit=vfit,men-bag,,CH757 C6K,SGD 750.00,SGD 750.00,"Whether your day is a sprint or a marathon, our Relay Tote is ready to go the distance. Perfect for every day, the midsize carryall has room to hold work, workout or weekend gear with space for a 13"" laptop and an interior zip Signature canvas pocket to organize essentials. Crafted of polished pebble leather featuring our Coach graphic, it secures with a magnetic snap closure. (Effortless style and major functionality? Yes, please!)","Polished pebble leather, vegetable-tanned leather and Signature coated canvas Inside zip pocket Magnetic snap closure Handles with 26cm drop Four protective feet at base Fits a 33cm laptop 34.5cm (L) x 30cm (H) x 12.5cm (W)",,,In stock,2024-09-04 19:36:53
